what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1468790581136
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1468790584175
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1468790587314
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468790588754
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1468790588785
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468790723405
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1468790723420
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468790724727
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1468790724742
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468790776355
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1468790776371
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468790779735
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1468790779751
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468790786851
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1468790786866
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1468790789927
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468790804957
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1468790804973
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468790805051
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1468790805067
closed,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1468790805067
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468790805535
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1468791043408
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1468791084495
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1468791095184
